Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,11,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,11,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0733848810195923_1.0998843908309937_0.6993024945259094_1.168003797531128_1.0823341608047485_1.136136531829834_0.7510517835617065_0.6404374241828918_1.142557144165039_1.0994226932525635_1.1993310451507568_1.117221474647522_1.0885072946548462_1.0492706298828125_0.6952698826789856_1.0691083669662476_1.1041067838668823_1.074021816253662_1.100602626800537_1.088140606880188_1.050649642944336_0.7165462970733643_0.7006526589393616_1.120314598083496_0.6767276525497437_1.0906047821044922_0.6877145767211914_1.0913466215133667,1.0722384452819824_1.0998179912567139_0.697141170501709_1.160018801689148_1.0857981443405151_1.1335997581481934_0.743051290512085_0.6485434174537659_1.1403402090072632_1.0998550653457642_1.1943775415420532_1.116683840751648_1.0893158912658691_1.0523767471313477_0.6954110264778137_1.0695370435714722_1.1062350273132324_1.073725938796997_1.1028122901916504_1.1030406951904297_1.0594100952148438_0.7140176892280579_0.6988124251365662_1.1382193565368652_0.6719452738761902_1.113877534866333_N/A_1.1678540706634521_1.1338582038879395_0.7147852778434753_1.144463062286377_1.484157681465149_1.4142224788665771_1.4404659271240234_0.7394479513168335_1.0865614414215088_0.7140176892280579_0.6988124251365662_1.1382193565368652_0.6719452738761902_1.113877534866333_N/A_1.1678540706634521_1.1338582038879395_0.7147852778434753_1.144463062286377_1.484157681465149_1.4142224788665771_1.4404659271240234_0.7394479513168335,27.6126526594162,49.782145738601685
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,11,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,11,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0733848810195923_1.0998843908309937_0.6993024945259094_1.168003797531128_1.0823341608047485_1.136136531829834_0.7510517835617065_0.6404374241828918_1.142557144165039_1.0994226932525635_1.1993310451507568_1.117221474647522_1.0885072946548462_1.0492706298828125_0.6952698826789856_1.0691083669662476_1.1041067838668823_1.074021816253662_1.100602626800537_1.088140606880188_1.050649642944336_0.7165462970733643_0.7006526589393616_1.120314598083496_0.6767276525497437_1.0906047821044922_0.6877145767211914_1.0913466215133667,1.0722384452819824_1.0998179912567139_0.697141170501709_1.160018801689148_1.0857981443405151_1.1335997581481934_0.743051290512085_0.6485434174537659_1.1403402090072632_1.0998550653457642_1.1943775415420532_1.116683840751648_1.0893158912658691_1.0523767471313477_0.6954110264778137_1.0695370435714722_1.1062350273132324_1.073725938796997_1.1028122901916504_1.1030406951904297_1.0594100952148438_0.7140176892280579_0.6988124251365662_1.1382193565368652_0.6719452738761902_1.113877534866333_N/A_1.1678540706634521_1.1338582038879395_0.7147852778434753_1.144463062286377_1.484157681465149_1.4142224788665771_1.4404659271240234_0.7394479513168335_1.0865614414215088_0.7140176892280579_0.6988124251365662_1.1382193565368652_0.6719452738761902_1.113877534866333_N/A_1.1678540706634521_1.1338582038879395_0.7147852778434753_1.144463062286377_1.484157681465149_1.4142224788665771_1.4404659271240234_0.7394479513168335,27.6126526594162,49.782145738601685
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0746417045593262_1.0991556644439697_0.698626697063446_1.1692909002304077_1.0824618339538574_1.1362370252609253_0.7506420612335205_0.641169011592865_1.1409181356430054_1.1000186204910278_1.1982841491699219_1.1175239086151123_1.0883746147155762_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.0729131698608398_1.0993679761886597_0.6970357298851013_1.1603190898895264_1.0860525369644165_1.1336824893951416_0.7430578470230103_0.6489296555519104_1.1388094425201416_1.1002178192138672_1.1937681436538696_1.1170676946640015_1.0891056060791016_1.0525031089782715_0.6963227987289429_1.070211410522461_1.1052894592285156_1.0733842849731445_1.1031639575958252_1.1029083728790283_1.0593879222869873_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093_1.0856482982635498_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093,27.610969126224518,49.78474020957947
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0746417045593262_1.0991556644439697_0.698626697063446_1.1692909002304077_1.0824618339538574_1.1362370252609253_0.7506420612335205_0.641169011592865_1.1409181356430054_1.1000186204910278_1.1982841491699219_1.1175239086151123_1.0883746147155762_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.0729131698608398_1.0993679761886597_0.6970357298851013_1.1603190898895264_1.0860525369644165_1.1336824893951416_0.7430578470230103_0.6489296555519104_1.1388094425201416_1.1002178192138672_1.1937681436538696_1.1170676946640015_1.0891056060791016_1.0525031089782715_0.6963227987289429_1.070211410522461_1.1052894592285156_1.0733842849731445_1.1031639575958252_1.1029083728790283_1.0593879222869873_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093_1.0856482982635498_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093,27.610969126224518,49.78474020957947
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0746417045593262_1.0991556644439697_0.698626697063446_1.1692909002304077_1.0824618339538574_1.1362370252609253_0.7506420612335205_0.641169011592865_1.1409181356430054_1.1000186204910278_1.1982841491699219_1.1175239086151123_1.0883746147155762_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.0729131698608398_1.0993679761886597_0.6970357298851013_1.1603190898895264_1.0860525369644165_1.1336824893951416_0.7430578470230103_0.6489296555519104_1.1388094425201416_1.1002178192138672_1.1937681436538696_1.1170676946640015_1.0891056060791016_1.0525031089782715_0.6963227987289429_1.070211410522461_1.1052894592285156_1.0733842849731445_1.1031639575958252_1.1029083728790283_1.0593879222869873_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093_1.0856482982635498_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093,27.610969126224518,49.78474020957947
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0746417045593262_1.0991556644439697_0.698626697063446_1.1692909002304077_1.0824618339538574_1.1362370252609253_0.7506420612335205_0.641169011592865_1.1409181356430054_1.1000186204910278_1.1982841491699219_1.1175239086151123_1.0883746147155762_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.0729131698608398_1.0993679761886597_0.6970357298851013_1.1603190898895264_1.0860525369644165_1.1336824893951416_0.7430578470230103_0.6489296555519104_1.1388094425201416_1.1002178192138672_1.1937681436538696_1.1170676946640015_1.0891056060791016_1.0525031089782715_0.6963227987289429_1.070211410522461_1.1052894592285156_1.0733842849731445_1.1031639575958252_1.1029083728790283_1.0593879222869873_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093_1.0856482982635498_0.7140256762504578_0.6989961266517639_1.1349196434020996_0.673838198184967_1.1145000457763672_N/A_1.1681439876556396_1.1334763765335083_0.7164875268936157_1.143609881401062_1.4841620922088623_1.4155054092407227_1.4406601190567017_0.7394716143608093,27.610969126224518,49.78474020957947
367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358,12,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1,1.1147127151489258_1.1059764623641968_1.098673701286316_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.1089576482772827_1.1106445789337158_1.0978459119796753_1.052952527999878_0.6968943476676941_1.070817470550537_1.1056315898895264_1.084686040878296_1.1029770374298096_1.101480484008789_1.053031325340271_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411_1.1620854139328003_1.4871082305908203_1.4166120290756226_1.4605259895324707_0.7377317547798157_1.0513123273849487_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411_1.1620854139328003_1.4871082305908203_1.4166120290756226_1.4605259895324707_0.7377317547798157_1.0513123273849487_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411,17.632987678050995,48.26239025592804
367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358,12,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1,1.1147127151489258_1.1059764623641968_1.098673701286316_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.1089576482772827_1.1106445789337158_1.0978459119796753_1.052952527999878_0.6968943476676941_1.070817470550537_1.1056315898895264_1.084686040878296_1.1029770374298096_1.101480484008789_1.053031325340271_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411_1.1620854139328003_1.4871082305908203_1.4166120290756226_1.4605259895324707_0.7377317547798157_1.0513123273849487_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411_1.1620854139328003_1.4871082305908203_1.4166120290756226_1.4605259895324707_0.7377317547798157_1.0513123273849487_0.7091923952102661_0.6984174251556396_1.1296837329864502_0.6774442791938782_1.1135027408599854_N/A_1.1692087650299072_1.1352481842041016_0.7158757448196411,17.632987678050995,48.26239025592804
367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,13,367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358,13,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1,1.1148364543914795_1.1057263612747192_1.0992203950881958_1.049588680267334_0.6954911351203918_1.069127082824707_1.1035966873168945_1.0735292434692383_1.1007742881774902_1.088189721107483_1.0488603115081787_0.7178259491920471_0.7006040215492249_1.1205501556396484_0.6763747930526733_1.0915539264678955_0.6872565746307373_1.0886086225509644,1.108862280845642_1.1103591918945312_1.0983222723007202_1.0530898571014404_0.6962963342666626_1.0703052282333374_1.1060770750045776_1.084298849105835_1.103078007698059_1.101448893547058_1.0527275800704956_0.7091416716575623_0.6980818510055542_1.1319570541381836_0.6773765683174133_1.111985445022583_N/A_1.168506383895874_1.1349999904632568_0.7156943082809448_1.1622402667999268_1.4873158931732178_1.4163404703140259_1.4605070352554321_0.7377955913543701_1.0509276390075684_0.7091416716575623_0.6980818510055542_1.1319570541381836_0.6773765683174133_1.111985445022583_N/A_1.168506383895874_1.1349999904632568_0.7156943082809448_1.1622402667999268_1.4873158931732178_1.4163404703140259_1.4605070352554321_0.7377955913543701_1.0509276390075684_0.7091416716575623_0.6980818510055542_1.1319570541381836_0.6773765683174133_1.111985445022583_N/A_1.168506383895874_1.1349999904632568_0.7156943082809448,17.631714403629303,48.25834918022156
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,10,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20,10,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2,1.3135578632354736_0.7402287721633911_1.1690938472747803_1.08314847946167_1.1355407238006592_0.7506841421127319_0.6398008465766907_1.142590045928955_1.100536823272705_1.1988141536712646_1.1182518005371094_1.087638258934021_1.049209713935852_0.6953046917915344_1.0680632591247559_1.1035887002944946_1.0732747316360474_1.1013286113739014_1.0878525972366333_1.0494978427886963_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.3273367881774902_0.7331657409667969_1.1663018465042114_1.0831222534179688_1.1360830068588257_0.7476034760475159_0.6430535912513733_1.141815185546875_1.1014169454574585_1.1965909004211426_1.117045521736145_1.0895332098007202_1.0507335662841797_0.6969704627990723_1.0706291198730469_1.105193853378296_1.0754320621490479_1.102677822113037_1.0879504680633545_1.0586787462234497_0.7235320210456848_0.699385941028595_1.128949761390686_0.6770395636558533_1.1340073347091675_N/A_1.1671544313430786_1.1332597732543945_0.7163324356079102_1.1438159942626953_1.481380581855774_1.4156290292739868_1.4388405084609985_0.7415314316749573_1.056891679763794_0.7235320210456848_0.699385941028595_1.128949761390686_0.6770395636558533_1.1340073347091675_N/A_1.1671544313430786_1.1332597732543945_0.7163324356079102_1.1438159942626953_1.481380581855774_1.4156290292739868_1.4388405084609985_0.7415314316749573_1.056891679763794,26.79292869567871,50.04683554172516
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,13,390_344_168_374_156_157_176_177_188_147_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23,13,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,3_2_3_3_3_3_3_5_5_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2,1.3177080154418945_0.7411805987358093_1.1681139469146729_1.0819168090820312_1.136756420135498_0.7507676482200623_0.6406102776527405_1.1437865495681763_1.0983617305755615_1.1981722116470337_1.1169707775115967_1.088940143585205_1.049588680267334_0.6954911351203918_1.069127082824707_1.1035966873168945_1.0735292434692383_1.1007742881774902_1.088189721107483_1.0488603115081787_0.7178259491920471_0.7006040215492249_1.1205501556396484_0.6763747930526733_1.0915539264678955_0.6872565746307373_1.0886086225509644,1.3272587060928345_0.7344831228256226_1.165956735610962_1.0834202766418457_1.136359453201294_0.7478225231170654_0.6423369646072388_1.11344575881958_1.0935133695602417_N/A_1.1665047407150269_1.1325013637542725_0.7155537009239197_1.1435623168945312_1.4821221828460693_1.4157586097717285_1.43979811668396_0.7410252094268799_1.057027816772461_0.7144975662231445_0.7041059732437134_1.1291179656982422_0.6776811480522156_1.1393197774887085_N/A_1.1665047407150269_1.1325013637542725_0.7155537009239197_1.1435623168945312_1.4821221828460693_1.4157586097717285_1.43979811668396_0.7410252094268799_1.057027816772461_0.7144975662231445_0.7041059732437134_1.1291179656982422_0.6776811480522156_1.1393197774887085_N/A_1.1665047407150269_1.1325013637542725_0.7155537009239197_1.1435623168945312_1.4821221828460693_1.4157586097717285_1.43979811668396_0.7410252094268799_1.057027816772461_0.7144975662231445,26.79521632194519,49.370101511478424
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,10,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A,1.4332334995269775_1.1541476249694824_1.1428771018981934_1.4055545330047607_1.1511033773422241_1.148606777191162_1.1301697492599487_0.714313805103302_1.143766164779663_1.477677345275879_1.4137732982635498_1.4359503984451294_0.7420789003372192_1.0475971698760986_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.4360988140106201_1.1561897993087769_1.1456048488616943_1.4077532291412354_1.1535009145736694_1.1458853483200073_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A_1.1807299852371216_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A_1.1807299852371216_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A,22.625772535800934,50.275454223155975
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,10,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A,1.4332334995269775_1.1541476249694824_1.1428771018981934_1.4055545330047607_1.1511033773422241_1.148606777191162_1.1301697492599487_0.714313805103302_1.143766164779663_1.477677345275879_1.4137732982635498_1.4359503984451294_0.7420789003372192_1.0475971698760986_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.4360988140106201_1.1561897993087769_1.1456048488616943_1.4077532291412354_1.1535009145736694_1.1458853483200073_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A_1.1807299852371216_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A_1.1807299852371216_1.1370724439620972_0.7169531583786011_1.148115634918213_1.4853670597076416_1.417628526687622_1.4622074365615845_0.7367756366729736_1.0504176616668701_0.7096028923988342_0.6981865167617798_1.131591796875_0.6760884523391724_1.1196465492248535_N/A,22.625772535800934,50.275454223155975
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,11,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,11,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A,1.4328950643539429_1.1541746854782104_1.1426186561584473_1.4053353071212769_1.15200936794281_1.1482375860214233_1.1302087306976318_0.71314936876297_1.1437828540802002_1.4786930084228516_1.4124773740768433_1.4374932050704956_0.7413011789321899_1.0495176315307617_0.7165462970733643_0.7006526589393616_1.120314598083496_0.6767276525497437_1.0906047821044922_0.6877145767211914_1.0913466215133667,1.4358367919921875_1.1556459665298462_1.1450810432434082_1.4083133935928345_1.1540051698684692_1.1453447341918945_1.1371952295303345_0.7155388593673706_1.1483606100082397_1.4858982563018799_1.4168665409088135_1.4616825580596924_0.7377252578735352_1.0502326488494873_0.7100281715393066_0.6982933878898621_1.1319260597229004_0.6747908592224121_1.1197452545166016_N/A_1.1807293891906738_1.1371952295303345_0.7155388593673706_1.1483606100082397_1.4858982563018799_1.4168665409088135_1.4616825580596924_0.7377252578735352_1.0502326488494873_0.7100281715393066_0.6982933878898621_1.1319260597229004_0.6747908592224121_1.1197452545166016_N/A_1.1807293891906738_1.1371952295303345_0.7155388593673706_1.1483606100082397_1.4858982563018799_1.4168665409088135_1.4616825580596924_0.7377252578735352_1.0502326488494873_0.7100281715393066_0.6982933878898621_1.1319260597229004_0.6747908592224121_1.1197452545166016_N/A,22.62580120563507,50.270536959171295
